REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,6,4,620025,0.841600,0.105200
2,2,8,609685,0.827600,0.208600
3,3,3,553353,0.751100,0.302500
4,8,2,504540,0.684900,0.388100
5,4,6,500243,0.679000,0.473000
6,5,5,494683,0.671500,0.557000
7,7,1,383345,0.520300,0.622000
8,1,7,366213,0.497100,0.684100
9,4,7,236333,0.320800,0.724200
10,5,6,214531,0.291200,0.760600
11,8,1,191478,0.259900,0.793100
12,1,5,190369,0.258400,0.825400
13,7,2,183954,0.249700,0.856600
14,7,3,136378,0.185100,0.879800
15,2,7,127000,0.172400,0.901300
16,1,8,125271,0.170000,0.922600
17,6,1,115488,0.156800,0.942200
18,3,4,84574,0.114800,0.956500
19,3,2,45532,0.061800,0.964200
20,8,3,41002,0.055700,0.971200
21,3,1,33379,0.045300,0.976900
22,7,5,33097,0.044900,0.982500
23,1,4,30047,0.040800,0.987600
24,1,6,24191,0.032800,0.991700
25,3,5,19996,0.027100,0.995100
26,5,1,10605,0.014400,0.996900
27,5,7,9100,0.012400,0.998400
28,5,3,5723,0.007800,0.999400
29,5,4,2258,0.003100,0.999800
30,6,5,736,0.001000,0.999900
31,6,3,589,0.000800,1.000000
